execution_idx,application,class,clone_seed_p,LineCoverage_value,LineCoverage_evaluations,BranchCoverage_value,BranchCoverage_evaluations,ExceptionCoverage_value,ExceptionCoverage_evaluations,WeakMutation_value,WeakMutation_evaluations,OutputCoverage_value,OutputCoverage_evaluations,MethodCoverage_value,MethodCoverage_evaluations,CBranch_value,CBranch_evaluations,current_fitness_evaluations
3,93_quickserver,org.quickserver.net.server.GhostSocketReaper,1.0,0.10695187165775401 ,"[0.06951871657754011 ,0][0.0962566844919786 ,0][0.10695187165775401 ,0]",0.08536585365853659 ,"[0.06097560975609756 ,0][0.07317073170731707 ,0][0.08536585365853659 ,0]",1.0 ,"[1.0 ,0]",0.15151515151515152 ,"[0.11742424242424243 ,0][0.14015151515151514 ,0][0.15151515151515152 ,0]",0.6 ,"[0.4 ,0][0.6 ,0]",0.8 ,"[0.8 ,0]",0.08536585365853659 ,"[0.06097560975609756 ,0][0.07317073170731707 ,0][0.08536585365853659 ,0]",
3,101_netweaver,com.sap.netweaver.porta.core.nw7.DeployResultImpl,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,1.0 ,"[0.8 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
3,94_jclo,edu.mscd.cs.jclo.JCLO,1.0,0.6666666666666666 ,"[0.5053763440860215 ,0][0.5161290322580645 ,0][0.5806451612903226 ,0][0.6559139784946236 ,0][0.6612903225806451 ,0][0.6666666666666666 ,0]",0.5789473684210527 ,"[0.40601503759398494 ,0][0.42105263157894735 ,0][0.5112781954887218 ,0][0.556390977443609 ,0][0.5639097744360902 ,0][0.5789473684210527 ,0]",1.0 ,"[1.0 ,0]",0.5095367847411444 ,"[0.3133514986376022 ,0][0.3242506811989101 ,0][0.40054495912806537 ,0][0.4986376021798365 ,0][0.5013623978201635 ,0][0.5095367847411444 ,0]",0.27586206896551724 ,"[0.22413793103448276 ,0][0.2413793103448276 ,0][0.25862068965517243 ,0][0.27586206896551724 ,0]",1.0 ,"[1.0 ,0]",0.5789473684210527 ,"[0.40601503759398494 ,0][0.41353383458646614 ,0][0.5037593984962406 ,0][0.5112781954887218 ,0][0.556390977443609 ,0][0.5639097744360902 ,0][0.5789473684210527 ,0]",
3,89_jiggler,jigl.image.types.GrayImage,1.0,0.44047619047619047 ,"[0.10714285714285714 ,0][0.1488095238095238 ,0][0.2113095238095238 ,0][0.3482142857142857 ,0][0.36904761904761907 ,0][0.3958333333333333 ,0][0.41964285714285715 ,0][0.4255952380952381 ,0][0.43452380952380953 ,0][0.44047619047619047 ,0]",0.42913385826771655 ,"[0.09055118110236221 ,0][0.12992125984251968 ,0][0.1889763779527559 ,0][0.3110236220472441 ,0][0.32677165354330706 ,0][0.35826771653543305 ,0][0.38976377952755903 ,0][0.3937007874015748 ,0][0.421259842519685 ,0][0.42913385826771655 ,0]",1.0 ,"[1.0 ,0]",0.2139917695473251 ,"[0.01646090534979424 ,0][0.02606310013717421 ,0][0.056241426611796985 ,0][0.13717421124828533 ,0][0.14814814814814814 ,0][0.17146776406035666 ,0][0.18518518518518517 ,0][0.18655692729766804 ,0][0.2112482853223594 ,0][0.2139917695473251 ,0]",0.1687344913151365 ,"[0.02729528535980149 ,0][0.05955334987593052 ,0][0.08933002481389578 ,0][0.11166253101736973 ,0][0.12406947890818859 ,0][0.14392059553349876 ,0][0.15632754342431762 ,0][0.1687344913151365 ,0]",0.6440677966101694 ,"[0.22033898305084745 ,0][0.288135593220339 ,0][0.4067796610169492 ,0][0.5254237288135594 ,0][0.5423728813559322 ,0][0.559322033898305 ,0][0.6101694915254238 ,0][0.6271186440677966 ,0][0.6440677966101694 ,0]",0.4094488188976378 ,"[0.07874015748031496 ,0][0.11023622047244094 ,0][0.1732283464566929 ,0][0.29133858267716534 ,0][0.30708661417322836 ,0][0.33858267716535434 ,0][0.3700787401574803 ,0][0.37401574803149606 ,0][0.4015748031496063 ,0][0.4094488188976378 ,0]",
3,97_feudalismgame,src.Retainers,1.0,0.9166666666666666 ,"[0.9166666666666666 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,1.0 ,"[0.9166666666666666 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
3,97_feudalismgame,src.GameController,1.0,0.42857142857142855 ,"[0.42857142857142855 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
3,97_feudalismgame,src.PeasantUprising,1.0,0.5 ,"[0.5 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
3,101_netweaver,com.sap.netweaver.porta.core.Credentials,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
3,97_feudalismgame,src.GameAutoActions,1.0,0.36363636363636365 ,"[0.36363636363636365 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
3,97_feudalismgame,src.Invasion,1.0,0.16666666666666666 ,"[0.16666666666666666 ,0]",0.14285714285714285 ,"[0.14285714285714285 ,0]",1.0 ,"[1.0 ,0]",0,,0,,0.5 ,"[0.5 ,0]",0.14285714285714285 ,"[0.14285714285714285 ,0]",
3,97_feudalismgame,src.Move,1.0,0.06896551724137931 ,"[0.06896551724137931 ,0]",0.06666666666666667 ,"[0.06666666666666667 ,0]",1.0 ,"[1.0 ,0]",0,,0,,0.5 ,"[0.5 ,0]",0.06666666666666667 ,"[0.06666666666666667 ,0]",
3,89_jiggler,jigl.image.types.BinaryImage,1.0,0.9285714285714286 ,"[0.5928571428571429 ,0][0.6428571428571429 ,0][0.6571428571428571 ,0][0.6928571428571428 ,0][0.75 ,0][0.8428571428571429 ,0][0.85 ,0][0.8714285714285714 ,0][0.9214285714285714 ,0][0.9285714285714286 ,0]",0.8252427184466019 ,"[0.3883495145631068 ,0][0.4563106796116505 ,0][0.47572815533980584 ,0][0.49514563106796117 ,0][0.5728155339805825 ,0][0.6893203883495146 ,0][0.6990291262135923 ,0][0.7087378640776699 ,0][0.7475728155339806 ,0][0.8155339805825242 ,0][0.8252427184466019 ,0]",1.0 ,"[1.0 ,0]",0.8197278911564626 ,"[0.24149659863945577 ,0][0.3469387755102041 ,0][0.3486394557823129 ,0][0.3673469387755102 ,0][0.4812925170068027 ,0][0.641156462585034 ,0][0.6428571428571429 ,0][0.6598639455782312 ,0][0.6938775510204082 ,0][0.8180272108843537 ,0][0.8197278911564626 ,0]",0.36363636363636365 ,"[0.07272727272727272 ,0][0.1 ,0][0.13636363636363635 ,0][0.15454545454545454 ,0][0.21818181818181817 ,0][0.24545454545454545 ,0][0.2545454545454545 ,0][0.2636363636363636 ,0][0.3 ,0][0.3090909090909091 ,0][0.36363636363636365 ,0]",1.0 ,"[0.6153846153846154 ,0][0.6923076923076923 ,0][0.7307692307692307 ,0][0.8846153846153846 ,0][0.9230769230769231 ,0][0.9615384615384616 ,0][1.0 ,0]",0.8252427184466019 ,"[0.3883495145631068 ,0][0.4563106796116505 ,0][0.47572815533980584 ,0][0.4854368932038835 ,0][0.5631067961165048 ,0][0.6796116504854369 ,0][0.6893203883495146 ,0][0.7087378640776699 ,0][0.7475728155339806 ,0][0.8155339805825242 ,0][0.8252427184466019 ,0]",
3,97_feudalismgame,src.Purchase,1.0,0.11764705882352941 ,"[0.11764705882352941 ,0]",0.03571428571428571 ,"[0.03571428571428571 ,0]",1.0 ,"[1.0 ,0]",0.006756756756756757 ,"[0.006756756756756757 ,0]",0,,0.3333333333333333 ,"[0.3333333333333333 ,0]",0.03571428571428571 ,"[0.03571428571428571 ,0]",
3,101_netweaver,com.sap.netweaver.porta.core.mock.DeployResultMock,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,1.0 ,"[0.8 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
3,101_netweaver,com.sap.netweaver.porta.core.AuthenticationRefusedException,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
3,97_feudalismgame,src.SAXParser,1.0,0.8947368421052632 ,"[0.6842105263157895 ,0][0.8947368421052632 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
3,97_feudalismgame,src.Vassals,1.0,0.88 ,"[0.88 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,1.0 ,"[0.9166666666666666 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
3,97_feudalismgame,src.RollEvent,1.0,0.5434782608695652 ,"[0.5434782608695652 ,0]",0.38461538461538464 ,"[0.38461538461538464 ,0]",1.0 ,"[1.0 ,0]",0.8333333333333334 ,"[0.8333333333333334 ,0]",0,,1.0 ,"[1.0 ,0]",0.38461538461538464 ,"[0.3076923076923077 ,0][0.38461538461538464 ,0]",
3,97_feudalismgame,src.XMLParser,1.0,0.1956521739130435 ,"[0.1956521739130435 ,0]",0.1 ,"[0.1 ,0]",1.0 ,"[0.5 ,0][1.0 ,0]",0.017241379310344827 ,"[0.017241379310344827 ,0]",0.3333333333333333 ,"[0.3333333333333333 ,0]",0.5 ,"[0.5 ,0]",0.1 ,"[0.1 ,0]",
3,101_netweaver,com.sap.netweaver.porta.core.CoreException,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
3,101_netweaver,com.sap.netweaver.porta.core.DebugSessionInfo,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
3,101_netweaver,com.sap.netweaver.porta.core.NotAuthorizedException,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
3,97_feudalismgame,src.feudalismGUI.GridLayout2,1.0,0.54 ,"[0.07 ,0][0.1 ,0][0.26 ,0][0.52 ,0][0.54 ,0]",0.4186046511627907 ,"[0.06976744186046512 ,0][0.18604651162790697 ,0][0.37209302325581395 ,0][0.4186046511627907 ,0]",1.0 ,"[1.0 ,0]",0.3934065934065934 ,"[0.002197802197802198 ,0][0.10989010989010989 ,0][0.35824175824175825 ,0][0.3934065934065934 ,0]",0.8571428571428571 ,"[0.14285714285714285 ,0][0.42857142857142855 ,0][0.7142857142857143 ,0][0.8571428571428571 ,0]",1.0 ,"[0.5 ,0][0.6666666666666666 ,0][1.0 ,0]",0.4186046511627907 ,"[0.06976744186046512 ,0][0.18604651162790697 ,0][0.37209302325581395 ,0][0.4186046511627907 ,0]",
3,98_trans-locator,Joshua.FoxHunt.HuntDisplay,1.0,0.08 ,"[0.08 ,0]",0.043478260869565216 ,"[0.043478260869565216 ,0]",1.0 ,"[1.0 ,0]",0,,0,,0.16666666666666666 ,"[0.16666666666666666 ,0]",0.043478260869565216 ,"[0.043478260869565216 ,0]",
3,99_newzgrabber,Newzgrabber.IniUtility,1.0,0.6538461538461539 ,"[0.11538461538461539 ,0][0.5769230769230769 ,0][0.6538461538461539 ,0]",0.7 ,"[0.2 ,0][0.6 ,0][0.7 ,0]",1.0 ,"[0.6666666666666666 ,0][1.0 ,0]",0.42 ,"[0.04 ,0][0.36 ,0][0.42 ,0]",0.4444444444444444 ,"[0.1111111111111111 ,0][0.2777777777777778 ,0][0.4444444444444444 ,0]",1.0 ,"[0.6666666666666666 ,0][1.0 ,0]",0.7 ,"[0.2 ,0][0.6 ,0][0.7 ,0]",
3,97_feudalismgame,src.Battle,1.0,0.05858854860186418 ,"[0.05858854860186418 ,0]",0.005076142131979695 ,"[0.005076142131979695 ,0]",1.0 ,"[1.0 ,0]",0.23255813953488372 ,"[0.23255813953488372 ,0]",0.3333333333333333 ,"[0.3333333333333333 ,0]",0.3333333333333333 ,"[0.3333333333333333 ,0]",0.005076142131979695 ,"[0.005076142131979695 ,0]",
3,98_trans-locator,Joshua.FoxHunt.FoxHuntFrame,1.0,0,,0.029411764705882353 ,"[0.029411764705882353 ,0]",1.0 ,"[1.0 ,0]",0,,0,,0.1 ,"[0.1 ,0]",0,,
3,99_newzgrabber,Newzgrabber.SongInfo,1.0,0.45454545454545453 ,"[0.45454545454545453 ,0]",0.5 ,"[0.5 ,0]",1.0 ,"[1.0 ,0]",0.16 ,"[0.16 ,0]",0.8333333333333334 ,"[0.8333333333333334 ,0]",1.0 ,"[1.0 ,0]",0.5 ,"[0.5 ,0]",
3,99_newzgrabber,Newzgrabber.GroupsDialog,1.0,0,,0.037037037037037035 ,"[0.037037037037037035 ,0]",1.0 ,"[1.0 ,0]",0,,0,,0.3333333333333333 ,"[0.3333333333333333 ,0]",0,,
3,99_newzgrabber,Newzgrabber.MessageDialog,1.0,0,,0.5714285714285714 ,"[0.5714285714285714 ,0]",1.0 ,"[1.0 ,0]",0,,0,,0.8 ,"[0.8 ,0]",0,,
3,88_jopenchart,de.progra.charting.CoordSystem,1.0,0.7017543859649122 ,"[0.17543859649122806 ,0][0.22807017543859648 ,0][0.2807017543859649 ,0][0.3567251461988304 ,0][0.5087719298245614 ,0][0.5672514619883041 ,0][0.5789473684210527 ,0][0.6023391812865497 ,0][0.631578947368421 ,0][0.6374269005847953 ,0][0.6608187134502924 ,0][0.6842105263157895 ,0][0.6900584795321637 ,0][0.7017543859649122 ,0]",0.8309859154929577 ,"[0.04225352112676056 ,0][0.08450704225352113 ,0][0.19718309859154928 ,0][0.2676056338028169 ,0][0.4647887323943662 ,0][0.6056338028169014 ,0][0.6338028169014085 ,0][0.676056338028169 ,0][0.7183098591549296 ,0][0.7323943661971831 ,0][0.7887323943661971 ,0][0.8169014084507042 ,0][0.8309859154929577 ,0]",1.0 ,"[1.0 ,0]",0.7035087719298245 ,"[0.03508771929824561 ,0][0.05964912280701754 ,0][0.11403508771929824 ,0][0.18421052631578946 ,0][0.42280701754385963 ,0][0.5035087719298246 ,0][0.5157894736842106 ,0][0.5263157894736842 ,0][0.543859649122807 ,0][0.5526315789473685 ,0][0.6263157894736842 ,0][0.6666666666666666 ,0][0.6719298245614035 ,0][0.7035087719298245 ,0]",0.5092592592592593 ,"[0.009259259259259259 ,0][0.1388888888888889 ,0][0.1527777777777778 ,0][0.2175925925925926 ,0][0.24074074074074073 ,0][0.2916666666666667 ,0][0.35648148148148145 ,0][0.3611111111111111 ,0][0.38425925925925924 ,0][0.4166666666666667 ,0][0.4398148148148148 ,0][0.4444444444444444 ,0][0.4537037037037037 ,0][0.4583333333333333 ,0][0.46296296296296297 ,0][0.4722222222222222 ,0][0.5 ,0][0.5046296296296297 ,0][0.5092592592592593 ,0]",0.9512195121951219 ,"[0.04878048780487805 ,0][0.0975609756097561 ,0][0.2926829268292683 ,0][0.3902439024390244 ,0][0.6097560975609756 ,0][0.7560975609756098 ,0][0.8048780487804879 ,0][0.8780487804878049 ,0][0.9024390243902439 ,0][0.9512195121951219 ,0]",0.8309859154929577 ,"[0.028169014084507043 ,0][0.056338028169014086 ,0][0.16901408450704225 ,0][0.23943661971830985 ,0][0.4647887323943662 ,0][0.6056338028169014 ,0][0.6338028169014085 ,0][0.676056338028169 ,0][0.7183098591549296 ,0][0.7323943661971831 ,0][0.7887323943661971 ,0][0.8169014084507042 ,0][0.8309859154929577 ,0]",
3,99_newzgrabber,Newzgrabber.GroupsPanel,1.0,0,,0.02040816326530612 ,"[0.02040816326530612 ,0]",1.0 ,"[1.0 ,0]",0,,0,,0.2 ,"[0.2 ,0]",0,,
3,99_newzgrabber,Newzgrabber.DirectoryDialog,1.0,0,,0.06382978723404255 ,"[0.0425531914893617 ,0][0.06382978723404255 ,0]",1.0 ,"[1.0 ,0]",0,,0,,0.17647058823529413 ,"[0.11764705882352941 ,0][0.17647058823529413 ,0]",0,,
3,99_newzgrabber,Newzgrabber.BatchDriver,1.0,0.26666666666666666 ,"[0.05555555555555555 ,0][0.26666666666666666 ,0]",0.09375 ,"[0.03125 ,0][0.09375 ,0]",1.0 ,"[1.0 ,0]",0.20588235294117646 ,"[0.20588235294117646 ,0]",0.23076923076923078 ,"[0.23076923076923078 ,0]",0.75 ,"[0.25 ,0][0.75 ,0]",0.09375 ,"[0.03125 ,0][0.09375 ,0]",
3,97_feudalismgame,src.Knight,1.0,0.575187969924812 ,"[0.45864661654135336 ,0][0.4699248120300752 ,0][0.5263157894736842 ,0][0.5338345864661654 ,0][0.5488721804511278 ,0][0.5526315789473685 ,0][0.556390977443609 ,0][0.575187969924812 ,0]",0.5436241610738255 ,"[0.3624161073825503 ,0][0.3825503355704698 ,0][0.44966442953020136 ,0][0.4563758389261745 ,0][0.48322147651006714 ,0][0.4966442953020134 ,0][0.5100671140939598 ,0][0.5167785234899329 ,0][0.5234899328859061 ,0][0.5436241610738255 ,0]",1.0 ,"[1.0 ,0]",0.5743589743589743 ,"[0.37435897435897436 ,0][0.382051282051282 ,0][0.47692307692307695 ,0][0.4846153846153846 ,0][0.5333333333333333 ,0][0.5384615384615384 ,0][0.5435897435897435 ,0][0.5461538461538461 ,0][0.5512820512820513 ,0][0.558974358974359 ,0][0.5743589743589743 ,0]",0.66 ,"[0.25 ,0][0.3 ,0][0.4 ,0][0.45 ,0][0.49 ,0][0.51 ,0][0.52 ,0][0.55 ,0][0.56 ,0][0.57 ,0][0.58 ,0][0.6 ,0][0.61 ,0][0.62 ,0][0.63 ,0][0.64 ,0][0.65 ,0][0.66 ,0]",0.9166666666666666 ,"[0.6833333333333333 ,0][0.7666666666666667 ,0][0.9 ,0][0.9166666666666666 ,0]",0.5436241610738255 ,"[0.3422818791946309 ,0][0.37583892617449666 ,0][0.44966442953020136 ,0][0.4563758389261745 ,0][0.48322147651006714 ,0][0.4966442953020134 ,0][0.5100671140939598 ,0][0.5167785234899329 ,0][0.5234899328859061 ,0][0.5436241610738255 ,0]",
3,101_netweaver,com.sap.netweaver.porta.core.snippets.SnippetPing,1.0,0.6666666666666666 ,"[0.6666666666666666 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.8571428571428571 ,"[0.8571428571428571 ,0]",0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
3,101_netweaver,com.sap.netweaver.porta.core.snippets.SnippetGetApplications,1.0,0.08333333333333333 ,"[0.08333333333333333 ,0]",0.14285714285714285 ,"[0.14285714285714285 ,0]",1.0 ,"[1.0 ,0]",0,,0,,0.5 ,"[0.5 ,0]",0.14285714285714285 ,"[0.14285714285714285 ,0]",
3,99_newzgrabber,Newzgrabber.NewsFile,1.0,1.0 ,"[0.975 ,0][1.0 ,0]",1.0 ,"[0.9166666666666666 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",0.96875 ,"[0.84375 ,0][0.96875 ,0]",0.8888888888888888 ,"[0.8888888888888888 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[0.9166666666666666 ,0][1.0 ,0]",
3,99_newzgrabber,Newzgrabber.SearchPanel,1.0,0.007633587786259542 ,"[0.007633587786259542 ,0]",0,,1.0 ,"[1.0 ,0]",0.004464285714285714 ,"[0.004464285714285714 ,0]",0,,0,,0,,
3,101_netweaver,com.sap.netweaver.porta.core.snippets.SnippetServerFactory,1.0,0.46153846153846156 ,"[0.46153846153846156 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.42857142857142855 ,"[0.42857142857142855 ,0]",0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
3,99_newzgrabber,Newzgrabber.DirectoryFilter,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.6 ,"[0.6 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
3,101_netweaver,com.sap.netweaver.porta.core.snippets.SnippetGetHttpAccessPoint,1.0,0.75 ,"[0.75 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
3,101_netweaver,com.sap.netweaver.porta.core.snippets.SnippetShutdownInstance,1.0,0.08333333333333333 ,"[0.08333333333333333 ,0]",0.09090909090909091 ,"[0.09090909090909091 ,0]",1.0 ,"[1.0 ,0]",0,,0,,0.5 ,"[0.5 ,0]",0.09090909090909091 ,"[0.09090909090909091 ,0]",
3,101_netweaver,com.sap.netweaver.porta.core.snippets.SnippetJ2EEGetProcessList,1.0,0.2 ,"[0.2 ,0]",0.25 ,"[0.25 ,0]",1.0 ,"[1.0 ,0]",0,,0,,0.5 ,"[0.5 ,0]",0.25 ,"[0.25 ,0]",
3,99_newzgrabber,Newzgrabber.yEncDecoder,1.0,0.47540983606557374 ,"[0.21311475409836064 ,0][0.2459016393442623 ,0][0.26229508196721313 ,0][0.38524590163934425 ,0][0.4672131147540984 ,0][0.47540983606557374 ,0]",0.40540540540540543 ,"[0.0945945945945946 ,0][0.10810810810810811 ,0][0.13513513513513514 ,0][0.2702702702702703 ,0][0.3918918918918919 ,0][0.40540540540540543 ,0]",1.0 ,"[1.0 ,0]",0.30275229357798167 ,"[0.0963302752293578 ,0][0.10091743119266056 ,0][0.10550458715596331 ,0][0.2981651376146789 ,0][0.30275229357798167 ,0]",0,,1.0 ,"[1.0 ,0]",0.3918918918918919 ,"[0.0945945945945946 ,0][0.10810810810810811 ,0][0.13513513513513514 ,0][0.14864864864864866 ,0][0.36486486486486486 ,0][0.3918918918918919 ,0]",
3,101_netweaver,com.sap.netweaver.porta.core.snippets.SnippetFindJ2EEInstance,1.0,0.1111111111111111 ,"[0.1111111111111111 ,0]",0.125 ,"[0.125 ,0]",1.0 ,"[1.0 ,0]",0,,0,,0.5 ,"[0.5 ,0]",0.125 ,"[0.125 ,0]",
3,102_squirrel-sql,net.sourceforge.squirrel_sql.fw.util.beanwrapper.StringWrapper,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
3,101_netweaver,com.sap.netweaver.porta.core.nw7.ServerFactory,1.0,0.6842105263157895 ,"[0.6842105263157895 ,0]",0.5 ,"[0.5 ,0]",1.0 ,"[1.0 ,0]",0.7037037037037037 ,"[0.7037037037037037 ,0]",0,,0.6666666666666666 ,"[0.6666666666666666 ,0]",0.5 ,"[0.5 ,0]",
3,99_newzgrabber,Newzgrabber.LineData,1.0,0.15306122448979592 ,"[0.15306122448979592 ,0]",0.11224489795918367 ,"[0.11224489795918367 ,0]",1.0 ,"[1.0 ,0]",0.03592814371257485 ,"[0.03592814371257485 ,0]",0.09523809523809523 ,"[0.09523809523809523 ,0]",0.5555555555555556 ,"[0.5555555555555556 ,0]",0.11224489795918367 ,"[0.11224489795918367 ,0]",
3,99_newzgrabber,Newzgrabber.UUDecoder,1.0,0.5409836065573771 ,"[0.26229508196721313 ,0][0.32786885245901637 ,0][0.5245901639344263 ,0][0.5409836065573771 ,0]",0.56 ,"[0.28 ,0][0.32 ,0][0.52 ,0][0.56 ,0]",1.0 ,"[1.0 ,0]",0.4006024096385542 ,"[0.08132530120481928 ,0][0.08734939759036145 ,0][0.39156626506024095 ,0][0.39457831325301207 ,0][0.39759036144578314 ,0][0.4006024096385542 ,0]",0,,1.0 ,"[1.0 ,0]",0.56 ,"[0.28 ,0][0.32 ,0][0.52 ,0][0.56 ,0]",
3,97_feudalismgame,src.Fiefdoms,1.0,0.9880952380952381 ,"[0.8988095238095238 ,0][0.9047619047619048 ,0][0.9345238095238095 ,0][0.9404761904761905 ,0][0.9464285714285714 ,0][0.9523809523809523 ,0][0.9583333333333334 ,0][0.9642857142857143 ,0][0.9821428571428571 ,0][0.9880952380952381 ,0]",0.9912280701754386 ,"[0.8070175438596491 ,0][0.8157894736842105 ,0][0.9035087719298246 ,0][0.9210526315789473 ,0][0.9298245614035088 ,0][0.9385964912280702 ,0][0.9473684210526315 ,0][0.956140350877193 ,0][0.9824561403508771 ,0][0.9912280701754386 ,0]",1.0 ,"[1.0 ,0]",0.9901477832512315 ,"[0.7586206896551724 ,0][0.7832512315270936 ,0][0.896551724137931 ,0][0.9137931034482759 ,0][0.9408866995073891 ,0][0.9532019704433498 ,0][0.9778325123152709 ,0][0.9901477832512315 ,0]",0.8441558441558441 ,"[0.35064935064935066 ,0][0.4805194805194805 ,0][0.5454545454545454 ,0][0.7012987012987013 ,0][0.7142857142857143 ,0][0.7402597402597403 ,0][0.7532467532467533 ,0][0.7792207792207793 ,0][0.7922077922077922 ,0][0.8051948051948052 ,0][0.8181818181818182 ,0][0.8311688311688312 ,0][0.8441558441558441 ,0]",1.0 ,"[1.0 ,0]",0.9824561403508771 ,"[0.7982456140350878 ,0][0.8070175438596491 ,0][0.8947368421052632 ,0][0.9122807017543859 ,0][0.9210526315789473 ,0][0.9298245614035088 ,0][0.9385964912280702 ,0][0.9473684210526315 ,0][0.956140350877193 ,0][0.9736842105263158 ,0][0.9824561403508771 ,0]",
3,101_netweaver,com.sap.netweaver.porta.core.DeployResultStatus,1.0,0.625 ,"[0.625 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.8666666666666667 ,"[0.8666666666666667 ,0]",0.2 ,"[0.2 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
3,101_netweaver,com.sap.netweaver.porta.core.mock.ServerFactory,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.5 ,"[0.5 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
3,101_netweaver,com.sap.netweaver.porta.core.mock.ServerMock,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.38461538461538464 ,"[0.38461538461538464 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
3,103_sweethome3d,com.eteks.sweethome3d.model.LightSource,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
3,103_sweethome3d,com.eteks.sweethome3d.model.RecorderException,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
