execution_idx,application,class,clone_seed_p,LineCoverage_value,LineCoverage_evaluations,BranchCoverage_value,BranchCoverage_evaluations,ExceptionCoverage_value,ExceptionCoverage_evaluations,WeakMutation_value,WeakMutation_evaluations,OutputCoverage_value,OutputCoverage_evaluations,MethodCoverage_value,MethodCoverage_evaluations,CBranch_value,CBranch_evaluations,current_fitness_evaluations
7,88_jopenchart,de.progra.charting.render.PlotChartRenderer,1.0,0.6923076923076923 ,"[0.11538461538461539 ,0][0.23076923076923078 ,0][0.5 ,0][0.6538461538461539 ,0][0.6923076923076923 ,0]",0.7272727272727273 ,"[0.09090909090909091 ,0][0.36363636363636365 ,0][0.6363636363636364 ,0][0.7272727272727273 ,0]",1.0 ,"[0.5 ,0][1.0 ,0]",0.7692307692307693 ,"[0.01282051282051282 ,0][0.358974358974359 ,0][0.6282051282051282 ,0][0.6538461538461539 ,0][0.7692307692307693 ,0]",0,,1.0 ,"[0.5 ,0][1.0 ,0]",0.7272727272727273 ,"[0.09090909090909091 ,0][0.36363636363636365 ,0][0.6363636363636364 ,0][0.7272727272727273 ,0]",
7,88_jopenchart,de.progra.charting.render.shape.Triangle2D,1.0,0.8461538461538461 ,"[0.7435897435897436 ,0][0.7948717948717948 ,0][0.8461538461538461 ,0]",0.9166666666666666 ,"[0.75 ,0][0.7916666666666666 ,0][0.9166666666666666 ,0]",1.0 ,"[1.0 ,0]",0.7237354085603113 ,"[0.5058365758754864 ,0][0.603112840466926 ,0][0.7237354085603113 ,0]",0.5932203389830508 ,"[0.5423728813559322 ,0][0.5932203389830508 ,0]",1.0 ,"[1.0 ,0]",0.9166666666666666 ,"[0.75 ,0][0.7916666666666666 ,0][0.9166666666666666 ,0]",
7,88_jopenchart,de.progra.charting.render.BarChartRenderer,1.0,0.21666666666666667 ,"[0.06666666666666667 ,0][0.1 ,0][0.18333333333333332 ,0][0.21666666666666667 ,0]",0.1875 ,"[0.0625 ,0][0.125 ,0][0.1875 ,0]",1.0 ,"[0.3333333333333333 ,0][1.0 ,0]",0.03571428571428571 ,"[0.017857142857142856 ,0][0.03571428571428571 ,0]",0,,1.0 ,"[0.3333333333333333 ,0][0.6666666666666666 ,0][1.0 ,0]",0.1875 ,"[0.0625 ,0][0.125 ,0][0.1875 ,0]",
7,88_jopenchart,de.progra.charting.render.PieChartRenderer,1.0,0.1282051282051282 ,"[0.1282051282051282 ,0]",0.14285714285714285 ,"[0.14285714285714285 ,0]",1.0 ,"[1.0 ,0]",0,,0,,0.6666666666666666 ,"[0.6666666666666666 ,0]",0.14285714285714285 ,"[0.14285714285714285 ,0]",
7,88_jopenchart,de.progra.charting.Axis,1.0,0.9047619047619048 ,"[0.7619047619047619 ,0][0.8571428571428571 ,0][0.9047619047619048 ,0]",1.0 ,"[0.6363636363636364 ,0][0.8181818181818182 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",0.6588235294117647 ,"[0.611764705882353 ,0][0.6470588235294118 ,0][0.6588235294117647 ,0]",0.8333333333333334 ,"[0.5 ,0][0.6666666666666666 ,0][0.75 ,0][0.8333333333333334 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[0.6363636363636364 ,0][0.8181818181818182 ,0][1.0 ,0]",
7,88_jopenchart,de.progra.charting.model.DefaultDataSet,1.0,1.0 ,"[0.9666666666666667 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[0.9423076923076923 ,0][1.0 ,0]",0.9230769230769231 ,"[0.3076923076923077 ,0][0.6923076923076923 ,0][0.9230769230769231 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
7,88_jopenchart,de.progra.charting.model.EditableDataSet,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.9761904761904762 ,"[0.9047619047619048 ,0][0.9761904761904762 ,0]",0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
7,88_jopenchart,de.progra.charting.AbstractChart,1.0,0.9696969696969697 ,"[0.5454545454545454 ,0][0.6363636363636364 ,0][0.6666666666666666 ,0][0.8484848484848485 ,0][0.8787878787878788 ,0][0.9696969696969697 ,0]",0.95 ,"[0.5 ,0][0.65 ,0][0.7 ,0][0.85 ,0][0.95 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[0.29411764705882354 ,0][0.47058823529411764 ,0][0.7647058823529411 ,0][0.9411764705882353 ,0][1.0 ,0]",0.35135135135135137 ,"[0.02702702702702703 ,0][0.06756756756756757 ,0][0.10810810810810811 ,0][0.28378378378378377 ,0][0.2972972972972973 ,0][0.3108108108108108 ,0][0.35135135135135137 ,0]",0.9444444444444444 ,"[0.2222222222222222 ,0][0.3888888888888889 ,0][0.6111111111111112 ,0][0.7777777777777778 ,0][0.9444444444444444 ,0]",0.95 ,"[0.5 ,0][0.65 ,0][0.7 ,0][0.85 ,0][0.95 ,0]",
7,88_jopenchart,de.progra.charting.render.RowColorModel,1.0,1.0 ,"[0.7586206896551724 ,0][0.896551724137931 ,0][1.0 ,0]",1.0 ,"[0.6 ,0][0.8 ,0][0.9333333333333333 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[0.7833333333333333 ,0][0.9666666666666667 ,0][0.9833333333333333 ,0][1.0 ,0]",0.5483870967741935 ,"[0.3064516129032258 ,0][0.3548387096774194 ,0][0.4838709677419355 ,0][0.5161290322580645 ,0][0.5483870967741935 ,0]",1.0 ,"[0.75 ,0][1.0 ,0]",1.0 ,"[0.6 ,0][0.8 ,0][0.9333333333333333 ,0][1.0 ,0]",
7,88_jopenchart,de.progra.charting.render.InterpolationChartRenderer,1.0,0.13513513513513514 ,"[0.05405405405405406 ,0][0.13513513513513514 ,0]",0.058823529411764705 ,"[0.058823529411764705 ,0]",1.0 ,"[0.5 ,0][1.0 ,0]",0.00980392156862745 ,"[0.00980392156862745 ,0]",0,,0.5 ,"[0.5 ,0]",0.058823529411764705 ,"[0.058823529411764705 ,0]",
7,88_jopenchart,de.progra.charting.render.LineChartRenderer,1.0,0.7241379310344828 ,"[0.1724137931034483 ,0][0.41379310344827586 ,0][0.5862068965517241 ,0][0.6551724137931034 ,0][0.7241379310344828 ,0]",0.5882352941176471 ,"[0.058823529411764705 ,0][0.11764705882352941 ,0][0.47058823529411764 ,0][0.5294117647058824 ,0][0.5882352941176471 ,0]",1.0 ,"[1.0 ,0]",0.6704545454545454 ,"[0.011363636363636364 ,0][0.045454545454545456 ,0][0.6363636363636364 ,0][0.6704545454545454 ,0]",0,,1.0 ,"[0.5 ,0][1.0 ,0]",0.5882352941176471 ,"[0.058823529411764705 ,0][0.11764705882352941 ,0][0.47058823529411764 ,0][0.5294117647058824 ,0][0.5882352941176471 ,0]",
7,88_jopenchart,de.progra.charting.render.AbstractChartRenderer,1.0,0.78125 ,"[0.40625 ,0][0.46875 ,0][0.53125 ,0][0.65625 ,0][0.78125 ,0]",0.9375 ,"[0.4375 ,0][0.5 ,0][0.625 ,0][0.8125 ,0][0.9375 ,0]",1.0 ,"[1.0 ,0]",0.75 ,"[0.125 ,0][0.5416666666666666 ,0][0.6666666666666666 ,0][0.75 ,0]",0.46236559139784944 ,"[0.11827956989247312 ,0][0.1935483870967742 ,0][0.21505376344086022 ,0][0.22580645161290322 ,0][0.34408602150537637 ,0][0.3548387096774194 ,0][0.43010752688172044 ,0][0.45161290322580644 ,0][0.46236559139784944 ,0]",0.9285714285714286 ,"[0.35714285714285715 ,0][0.42857142857142855 ,0][0.5714285714285714 ,0][0.7857142857142857 ,0][0.9285714285714286 ,0]",0.9375 ,"[0.4375 ,0][0.5 ,0][0.625 ,0][0.8125 ,0][0.9375 ,0]",
7,88_jopenchart,de.progra.charting.render.StackedBarChartRenderer,1.0,0.7619047619047619 ,"[0.09523809523809523 ,0][0.19047619047619047 ,0][0.20634920634920634 ,0][0.30158730158730157 ,0][0.3333333333333333 ,0][0.3492063492063492 ,0][0.5396825396825397 ,0][0.7619047619047619 ,0]",0.7777777777777778 ,"[0.1111111111111111 ,0][0.16666666666666666 ,0][0.2222222222222222 ,0][0.3888888888888889 ,0][0.4444444444444444 ,0][0.5 ,0][0.5555555555555556 ,0][0.7777777777777778 ,0]",1.0 ,"[0.6666666666666666 ,0][1.0 ,0]",0.8913043478260869 ,"[0.043478260869565216 ,0][0.15217391304347827 ,0][0.5217391304347826 ,0][0.5652173913043478 ,0][0.8695652173913043 ,0][0.8913043478260869 ,0]",0,,1.0 ,"[0.6666666666666666 ,0][1.0 ,0]",0.7777777777777778 ,"[0.1111111111111111 ,0][0.16666666666666666 ,0][0.2222222222222222 ,0][0.3888888888888889 ,0][0.4444444444444444 ,0][0.5 ,0][0.5555555555555556 ,0][0.7777777777777778 ,0]",
7,88_jopenchart,de.progra.charting.event.ChartDataModelEvent,1.0,0.5 ,"[0.5 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0,,1.0 ,"[1.0 ,0]",0.5 ,"[0.5 ,0]",
7,88_jopenchart,de.progra.charting.model.DefaultChartDataModelConstraints,1.0,1.0 ,"[0.22727272727272727 ,0][0.45454545454545453 ,0][0.5227272727272727 ,0][0.7954545454545454 ,0][0.9318181818181818 ,0][0.9772727272727273 ,0][1.0 ,0]",1.0 ,"[0.06666666666666667 ,0][0.3 ,0][0.36666666666666664 ,0][0.43333333333333335 ,0][0.8 ,0][0.9 ,0][0.9666666666666667 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",0.9310344827586207 ,"[0.0603448275862069 ,0][0.14655172413793102 ,0][0.1810344827586207 ,0][0.19827586206896552 ,0][0.5172413793103449 ,0][0.7931034482758621 ,0][0.9310344827586207 ,0]",0.11363636363636363 ,"[0.045454545454545456 ,0][0.06818181818181818 ,0][0.09090909090909091 ,0][0.11363636363636363 ,0]",1.0 ,"[0.3333333333333333 ,0][0.8333333333333334 ,0][1.0 ,0]",1.0 ,"[0.06666666666666667 ,0][0.3 ,0][0.36666666666666664 ,0][0.43333333333333335 ,0][0.8 ,0][0.9 ,0][0.9666666666666667 ,0][1.0 ,0]",
7,88_jopenchart,de.progra.charting.model.EditableChartDataModel,1.0,1.0 ,"[0.7872340425531915 ,0][0.8723404255319149 ,0][1.0 ,0]",1.0 ,"[0.8571428571428571 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",0.9523809523809523 ,"[0.6031746031746031 ,0][0.6349206349206349 ,0][0.8412698412698413 ,0][0.9523809523809523 ,0]",0,,1.0 ,"[0.9090909090909091 ,0][1.0 ,0]",1.0 ,"[0.8571428571428571 ,0][1.0 ,0]",
7,88_jopenchart,de.progra.charting.DefaultChart,1.0,0.42857142857142855 ,"[0.25 ,0][0.26785714285714285 ,0][0.2857142857142857 ,0][0.32142857142857145 ,0][0.42857142857142855 ,0]",0.3 ,"[0.25 ,0][0.3 ,0]",1.0 ,"[1.0 ,0]",0.24285714285714285 ,"[0.2 ,0][0.21428571428571427 ,0][0.22857142857142856 ,0][0.24285714285714285 ,0]",0.14285714285714285 ,"[0.14285714285714285 ,0]",0.8333333333333334 ,"[0.8333333333333334 ,0]",0.3 ,"[0.25 ,0][0.3 ,0]",
7,88_jopenchart,de.progra.charting.model.ObjectChartDataModel,1.0,1.0 ,"[0.8051948051948052 ,0][0.8311688311688312 ,0][0.9090909090909091 ,0][1.0 ,0]",1.0 ,"[0.6666666666666666 ,0][0.7333333333333333 ,0][0.8666666666666667 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",0.9072164948453608 ,"[0.5103092783505154 ,0][0.5360824742268041 ,0][0.711340206185567 ,0][0.9020618556701031 ,0][0.9072164948453608 ,0]",0.3333333333333333 ,"[0.15555555555555556 ,0][0.17777777777777778 ,0][0.24444444444444444 ,0][0.26666666666666666 ,0][0.28888888888888886 ,0][0.3111111111111111 ,0][0.3333333333333333 ,0]",1.0 ,"[0.7647058823529411 ,0][0.9411764705882353 ,0][1.0 ,0]",1.0 ,"[0.6 ,0][0.7333333333333333 ,0][0.8666666666666667 ,0][1.0 ,0]",
7,89_jiggler,jigl.image.types.PowerImage,1.0,0.8461538461538461 ,"[0.5384615384615384 ,0][0.6923076923076923 ,0][0.8461538461538461 ,0]",1.0 ,"[0.5714285714285714 ,0][0.8571428571428571 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0,,1.0 ,"[1.0 ,0]",0.8571428571428571 ,"[0.42857142857142855 ,0][0.7142857142857143 ,0][0.8571428571428571 ,0]",
7,88_jopenchart,de.progra.charting.ChartUtilities,1.0,1.0 ,"[1.0 ,0]",0.9833333333333333 ,"[0.9833333333333333 ,0]",1.0 ,"[1.0 ,0]",0.9752212389380531 ,"[0.9699115044247788 ,0][0.9734513274336283 ,0][0.9752212389380531 ,0]",0.6666666666666666 ,"[0.5 ,0][0.6 ,0][0.6666666666666666 ,0]",1.0 ,"[1.0 ,0]",0.9833333333333333 ,"[0.9833333333333333 ,0]",
7,88_jopenchart,de.progra.charting.model.AbstractChartDataModel,1.0,0.9038461538461539 ,"[0.3269230769230769 ,0][0.5192307692307693 ,0][0.6538461538461539 ,0][0.7115384615384616 ,0][0.7307692307692307 ,0][0.75 ,0][0.8076923076923077 ,0][0.8269230769230769 ,0][0.9038461538461539 ,0]",0.7837837837837838 ,"[0.21621621621621623 ,0][0.35135135135135137 ,0][0.4864864864864865 ,0][0.5405405405405406 ,0][0.5675675675675675 ,0][0.5945945945945946 ,0][0.6486486486486487 ,0][0.6756756756756757 ,0][0.7837837837837838 ,0]",1.0 ,"[1.0 ,0]",0.6991150442477876 ,"[0.13274336283185842 ,0][0.2920353982300885 ,0][0.3893805309734513 ,0][0.39823008849557523 ,0][0.40707964601769914 ,0][0.4247787610619469 ,0][0.4336283185840708 ,0][0.4424778761061947 ,0][0.46017699115044247 ,0][0.4690265486725664 ,0][0.6991150442477876 ,0]",0.35135135135135137 ,"[0.12162162162162163 ,0][0.14864864864864866 ,0][0.1891891891891892 ,0][0.21621621621621623 ,0][0.22972972972972974 ,0][0.24324324324324326 ,0][0.25675675675675674 ,0][0.2702702702702703 ,0][0.2972972972972973 ,0][0.3108108108108108 ,0][0.35135135135135137 ,0]",0.9130434782608695 ,"[0.34782608695652173 ,0][0.43478260869565216 ,0][0.6521739130434783 ,0][0.7391304347826086 ,0][0.782608695652174 ,0][0.8260869565217391 ,0][0.9130434782608695 ,0]",0.7837837837837838 ,"[0.21621621621621623 ,0][0.35135135135135137 ,0][0.4864864864864865 ,0][0.5405405405405406 ,0][0.5675675675675675 ,0][0.5945945945945946 ,0][0.6486486486486487 ,0][0.6756756756756757 ,0][0.7837837837837838 ,0]",
7,89_jiggler,jigl.image.types.TiledMIPMap,1.0,0.03428571428571429 ,"[0.03428571428571429 ,0]",0,,1.0 ,"[1.0 ,0]",0,,0,,0,,0,,
7,89_jiggler,jigl.image.types.MagnitudeImage,1.0,0.8333333333333334 ,"[0.5833333333333334 ,0][0.8333333333333334 ,0]",1.0 ,"[0.5714285714285714 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0,,1.0 ,"[1.0 ,0]",0.8571428571428571 ,"[0.42857142857142855 ,0][0.8571428571428571 ,0]",
7,89_jiggler,jigl.image.types.MIPMap,1.0,0.06593406593406594 ,"[0.06593406593406594 ,0]",0.012658227848101266 ,"[0.012658227848101266 ,0]",1.0 ,"[1.0 ,0]",0,,0,,0.16666666666666666 ,"[0.16666666666666666 ,0]",0.012658227848101266 ,"[0.012658227848101266 ,0]",
7,88_jopenchart,de.progra.charting.test.TestChart,1.0,0.6639784946236559 ,"[0.6639784946236559 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
7,97_feudalismgame,src.Map,1.0,0,,0,,0,,0,,0,,0,,0,,
7,89_jiggler,jigl.image.types.PhaseImage,1.0,0.6363636363636364 ,"[0.18181818181818182 ,0][0.36363636363636365 ,0][0.6363636363636364 ,0]",0.5714285714285714 ,"[0.42857142857142855 ,0][0.5714285714285714 ,0]",1.0 ,"[1.0 ,0]",0,,0,,1.0 ,"[0.75 ,0][1.0 ,0]",0.42857142857142855 ,"[0.14285714285714285 ,0][0.2857142857142857 ,0][0.42857142857142855 ,0]",
7,90_dcparseargs,de.devcity.parseargs.ArgsParser,1.0,0.8823529411764706 ,"[0.5647058823529412 ,0][0.611764705882353 ,0][0.7647058823529411 ,0][0.788235294117647 ,0][0.8705882352941177 ,0][0.8823529411764706 ,0]",0.8625 ,"[0.6 ,0][0.675 ,0][0.7625 ,0][0.7875 ,0][0.85 ,0][0.8625 ,0]",1.0 ,"[1.0 ,0]",0.6559633027522935 ,"[0.6330275229357798 ,0][0.6559633027522935 ,0]",0.7586206896551724 ,"[0.4482758620689655 ,0][0.4827586206896552 ,0][0.5517241379310345 ,0][0.7241379310344828 ,0][0.7586206896551724 ,0]",1.0 ,"[1.0 ,0]",0.8625 ,"[0.6 ,0][0.675 ,0][0.7625 ,0][0.7875 ,0][0.85 ,0][0.8625 ,0]",
7,92_jcvi-javacommon,org.jcvi.jillion.trace.sff.SffDataStoreBuilder,1.0,0.16216216216216217 ,"[0.16216216216216217 ,0]",0.1 ,"[0.1 ,0]",1.0 ,"[1.0 ,0]",0,,0,,0.15384615384615385 ,"[0.15384615384615385 ,0]",0.1 ,"[0.1 ,0]",
7,97_feudalismgame,src.XMLUpdater,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
7,91_classviewer,com.jstevh.viewer.DirManager,1.0,0.8 ,"[0.8 ,0]",0.85 ,"[0.85 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.7 ,"[0.7 ,0]",1.0 ,"[1.0 ,0]",0.85 ,"[0.85 ,0]",
7,97_feudalismgame,src.XMLable,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
7,97_feudalismgame,src.King,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
7,96_heal,org.heal.servlet.userreview.UserReviewBean,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[0.9032258064516129 ,0][0.967741935483871 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
7,92_jcvi-javacommon,org.jcvi.jillion.trace.sff.SffFileIterator,1.0,0,,0,,0,,0,,0,,0,,0,,
7,96_heal,org.heal.servlet.tagcloud.TagBean,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
7,89_jiggler,jigl.image.types.InterpolatedRealColorImage,1.0,0.896551724137931 ,"[0.7413793103448276 ,0][0.8103448275862069 ,0][0.896551724137931 ,0]",1.0 ,"[0.9230769230769231 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",0.8066037735849056 ,"[0.6745283018867925 ,0][0.8066037735849056 ,0]",0.4166666666666667 ,"[0.4166666666666667 ,0]",1.0 ,"[0.9 ,0][1.0 ,0]",1.0 ,"[0.8461538461538461 ,0][0.9230769230769231 ,0][1.0 ,0]",
7,88_jopenchart,de.progra.charting.model.StackedChartDataModelConstraints,1.0,0.8378378378378378 ,"[0.5 ,0][0.6486486486486487 ,0][0.6621621621621622 ,0][0.7972972972972973 ,0][0.8243243243243243 ,0][0.8378378378378378 ,0]",0.6296296296296297 ,"[0.24074074074074073 ,0][0.37037037037037035 ,0][0.3888888888888889 ,0][0.5555555555555556 ,0][0.5925925925925926 ,0][0.6296296296296297 ,0]",1.0 ,"[1.0 ,0]",0.9616724738675958 ,"[0.4808362369337979 ,0][0.5993031358885017 ,0][0.6550522648083623 ,0][0.6585365853658537 ,0][0.9094076655052264 ,0][0.9616724738675958 ,0]",0.09090909090909091 ,"[0.045454545454545456 ,0][0.06818181818181818 ,0][0.09090909090909091 ,0]",1.0 ,"[0.5 ,0][1.0 ,0]",0.6296296296296297 ,"[0.24074074074074073 ,0][0.37037037037037035 ,0][0.3888888888888889 ,0][0.5555555555555556 ,0][0.5925925925925926 ,0][0.6296296296296297 ,0]",
7,97_feudalismgame,src.Voting,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
7,89_jiggler,jigl.image.types.InterpolatedRealGrayImage,1.0,0.6614173228346457 ,"[0.25196850393700787 ,0][0.2677165354330709 ,0][0.3543307086614173 ,0][0.3700787401574803 ,0][0.49606299212598426 ,0][0.5669291338582677 ,0][0.5748031496062992 ,0][0.6299212598425197 ,0][0.6614173228346457 ,0]",0.9117647058823529 ,"[0.29411764705882354 ,0][0.3382352941176471 ,0][0.39705882352941174 ,0][0.5147058823529411 ,0][0.6617647058823529 ,0][0.7352941176470589 ,0][0.8970588235294118 ,0][0.9117647058823529 ,0]",1.0 ,"[1.0 ,0]",0.5575485799701047 ,"[0.06726457399103139 ,0][0.12855007473841554 ,0][0.13303437967115098 ,0][0.15994020926756353 ,0][0.17787742899850523 ,0][0.49028400597907323 ,0][0.5485799701046338 ,0][0.5560538116591929 ,0][0.5575485799701047 ,0]",0.45454545454545453 ,"[0.2727272727272727 ,0][0.3181818181818182 ,0][0.36363636363636365 ,0][0.4090909090909091 ,0][0.45454545454545453 ,0]",1.0 ,"[0.8181818181818182 ,0][0.9090909090909091 ,0][1.0 ,0]",0.8823529411764706 ,"[0.23529411764705882 ,0][0.29411764705882354 ,0][0.3088235294117647 ,0][0.36764705882352944 ,0][0.4852941176470588 ,0][0.6323529411764706 ,0][0.7058823529411765 ,0][0.8676470588235294 ,0][0.8823529411764706 ,0]",
7,91_classviewer,com.jstevh.viewer.SAXDirParser,1.0,0.8850574712643678 ,"[0.3333333333333333 ,0][0.3563218390804598 ,0][0.41379310344827586 ,0][0.45977011494252873 ,0][0.6551724137931034 ,0][0.6781609195402298 ,0][0.8045977011494253 ,0][0.8390804597701149 ,0][0.8735632183908046 ,0][0.8850574712643678 ,0]",0.85 ,"[0.3333333333333333 ,0][0.35 ,0][0.4 ,0][0.43333333333333335 ,0][0.6666666666666666 ,0][0.6833333333333333 ,0][0.7833333333333333 ,0][0.8 ,0][0.8166666666666667 ,0][0.85 ,0]",1.0 ,"[1.0 ,0]",0.9567307692307693 ,"[0.2692307692307692 ,0][0.3076923076923077 ,0][0.3701923076923077 ,0][0.4375 ,0][0.7980769230769231 ,0][0.8461538461538461 ,0][0.9086538461538461 ,0][0.9471153846153846 ,0][0.9519230769230769 ,0][0.9567307692307693 ,0]",0.4230769230769231 ,"[0.3076923076923077 ,0][0.34615384615384615 ,0][0.38461538461538464 ,0][0.4230769230769231 ,0]",1.0 ,"[1.0 ,0]",0.85 ,"[0.3333333333333333 ,0][0.35 ,0][0.4 ,0][0.43333333333333335 ,0][0.6666666666666666 ,0][0.6833333333333333 ,0][0.7833333333333333 ,0][0.8 ,0][0.8166666666666667 ,0][0.85 ,0]",
7,89_jiggler,jigl.image.types.InterpolatedGrayImage,1.0,0.6744186046511628 ,"[0.13953488372093023 ,0][0.18023255813953487 ,0][0.29651162790697677 ,0][0.38372093023255816 ,0][0.45930232558139533 ,0][0.5174418604651163 ,0][0.5697674418604651 ,0][0.627906976744186 ,0][0.6511627906976745 ,0][0.6627906976744186 ,0][0.6744186046511628 ,0]",0.9111111111111111 ,"[0.2111111111111111 ,0][0.28888888888888886 ,0][0.4666666666666667 ,0][0.5111111111111111 ,0][0.5777777777777777 ,0][0.6555555555555556 ,0][0.7333333333333333 ,0][0.8333333333333334 ,0][0.8888888888888888 ,0][0.9 ,0][0.9111111111111111 ,0]",1.0 ,"[1.0 ,0]",0.6321184510250569 ,"[0.029612756264236904 ,0][0.03302961275626424 ,0][0.11845102505694761 ,0][0.22095671981776766 ,0][0.29271070615034167 ,0][0.3246013667425968 ,0][0.49316628701594534 ,0][0.5364464692482915 ,0][0.60250569476082 ,0][0.6093394077448747 ,0][0.6127562642369021 ,0][0.6173120728929385 ,0][0.6287015945330297 ,0][0.6321184510250569 ,0]",0.32 ,"[0.2 ,0][0.28 ,0][0.32 ,0]",1.0 ,"[0.7142857142857143 ,0][0.7857142857142857 ,0][0.9285714285714286 ,0][1.0 ,0]",0.8888888888888888 ,"[0.16666666666666666 ,0][0.24444444444444444 ,0][0.43333333333333335 ,0][0.4888888888888889 ,0][0.5555555555555556 ,0][0.6333333333333333 ,0][0.7111111111111111 ,0][0.8111111111111111 ,0][0.8666666666666667 ,0][0.8777777777777778 ,0][0.8888888888888888 ,0]",
7,92_jcvi-javacommon,org.jcvi.jillion.trace.sff.SffFlowgramImpl,1.0,0.19753086419753085 ,"[0.18518518518518517 ,0][0.19753086419753085 ,0]",0.17777777777777778 ,"[0.15555555555555556 ,0][0.17777777777777778 ,0]",1.0 ,"[1.0 ,0]",0.18309859154929578 ,"[0.18309859154929578 ,0]",0.05405405405405406 ,"[0.02702702702702703 ,0][0.05405405405405406 ,0]",0.2 ,"[0.13333333333333333 ,0][0.2 ,0]",0.17777777777777778 ,"[0.15555555555555556 ,0][0.17777777777777778 ,0]",
7,89_jiggler,jigl.image.types.ComplexMIPMap,1.0,0.4975124378109453 ,"[0.4228855721393035 ,0][0.48258706467661694 ,0][0.4975124378109453 ,0]",0.15942028985507245 ,"[0.13043478260869565 ,0][0.14492753623188406 ,0][0.15942028985507245 ,0]",1.0 ,"[1.0 ,0]",0.7292307692307692 ,"[0.6861538461538461 ,0][0.7138461538461538 ,0][0.7292307692307692 ,0]",0.2 ,"[0.2 ,0]",0.6 ,"[0.6 ,0]",0.15942028985507245 ,"[0.13043478260869565 ,0][0.14492753623188406 ,0][0.15942028985507245 ,0]",
7,92_jcvi-javacommon,org.jcvi.jillion.trace.sff.DefaultSFFCommonHeaderDecoder,1.0,0.175 ,"[0.175 ,0]",0.25 ,"[0.25 ,0]",1.0 ,"[1.0 ,0]",0.10204081632653061 ,"[0.10204081632653061 ,0]",0,,1.0 ,"[1.0 ,0]",0.25 ,"[0.25 ,0]",
7,92_jcvi-javacommon,org.jcvi.jillion.trace.sff.SffFileParser,1.0,0.1885245901639344 ,"[0.12295081967213115 ,0][0.14754098360655737 ,0][0.18032786885245902 ,0][0.1885245901639344 ,0]",0.19642857142857142 ,"[0.125 ,0][0.14285714285714285 ,0][0.17857142857142858 ,0][0.19642857142857142 ,0]",1.0 ,"[1.0 ,0]",0.02586206896551724 ,"[0.008620689655172414 ,0][0.021551724137931036 ,0][0.02586206896551724 ,0]",0.5 ,"[0.5 ,0]",0.16666666666666666 ,"[0.16666666666666666 ,0]",0.17857142857142858 ,"[0.10714285714285714 ,0][0.125 ,0][0.16071428571428573 ,0][0.17857142857142858 ,0]",
